answer_id,question_id,anon_id,user_file_id,text,directory,is_doublespaced,is_plagiarized,is_deleted
33345,4339,aa0,72513,"'Summary   
Hans Rosling on HIV: New Facts and Stunning Data Visuals
TED.com
In this conference, the author shows the worldwide prevalence and trends of HIV since it emerged in 1981. Data is shown in dynamic graphs, where incomes per capita versus HIV prevalence are traced. Specifically, Rosling is advocated to explain how the HIV burden on African countries in an heterogeneous phenomena. This diversity among African countries cannot be explain entirely by wars, poverty, incomes or virus mutations. Instead, other factors such as less condom use and age disparate sex could be the determinant factors to explain how African countries have different HIV prevalence rates. Rosling discloses about factors that conditioned HIV effective transmission, such as sexual concurrency. He seems to insinuate that serial monogamy might be less relevant on HIV heterosexual transmission in comparison with sexual concurrency where HIV spread may be worst. Rosling concludes saying that preventing HIV transmission instead of drug therapy is the key to end with this epidemic.
'",null,1,0,0
33910,4461,aa0,73651,"'topic 1:
To choose an excellent book doesn't guarantee an outstanding movie. Books in general trends to entertain, leading you to enter into a world of imagination.  When you read a book you mind is being bombarding for a plenty of ideas and scenarios. It's as you were living a parallel history. On the contrary, a movie tells you the history but also show you the scenarios, the landscapes and let you a little for imagination. I have read many books, which are been taken to the cine. Dan Brown's books, The Da Vinci Code and Angels and Demonds are examples of them. While I was reading this books, my mind was obligated to imagine how the characters looks like and also to give a scenario where the scenes were happening. 
Books frequently sustain you in a state of attention where sometimes are unable to stop.  Also, books increment your vocabulary and enhance your concentration ability. On the other hand, when I saw the same book's story in the screen, I felt they were telling me the story in a hurry way. Actually I did need to use the background knowledge that I had about the story in order to understand what movie's characters mean. Sometimes, book based movies could be biased by a director or producer's point of view. It is not uncommon a director change the direction of the story or give it an ambiguous final. It is specialty true when controversial topics are being told, like religion and politics. For instance, in the Da Vinci Code film, I suspect Ron Howard received many pressures to don't reveal all of the polemic issues that the book disclosed. So taking in count the above, book may exhibit more details.
For these reasons, I prefer to read the book before coming to see a book based film. This process may reveal me more information and also stimulate my imagination.  On the contrary, films might have more specials effects and proportionate entertain but also could be biased by a third point of view.
'",null,0,0,0
34403,4501,aa0,74077,'travel to Florida to check what is happening on the familiar bussinness.',null,0,0,0
34404,4502,aa0,74077,'verify grades of writting 5t classes.',null,0,0,0
34405,4503,aa0,74077,"'relax, see a movie or play a soccer game just to get distraction.'",null,0,0,0
34406,4504,aa0,74077,"'But for the lifeguardÂ´s help, she would have drowned.'",null,0,0,0
34407,4505,aa0,74077,'Minda suggested that Tina visit her mother',null,0,0,0
34408,4500,aa0,74078,"'last Saturday I was really bored. If came back in time were an option, I would have stayed at home. I decided to go to see a movie. I wish the bus had not been so crowed. If only I had a car. It was raining so a arrived late. if I had taken the bus early, I would not have been late. to make things worse I forgot my wallet. '",null,0,0,0
34530,4531,aa0,74353,"'Entering to military service could be a stressful decision. But when your nation needs you it should be take it seriously. Many countries have national security problems. They have to deal with violent issues both inside and over the borders. Many recently created countries have had to treat with external threatens therefore citizens, which are the core of a nation being, must be able to defend the country in case of war. If this premise weren't true, powerful states had succumbed to external pressures. What would be the fate of Israel or Colombia, just for give a couple of examples, if they hadn't have a social obligatory military service program? Probably world history had been different. 
For years, it is well known that military force has let the development of powerful empires. That is the case of Rome, the Greek empire, and France, the later within the context of an ongoing revolution and the flourish of an exceptional commander as Napoleon Bonaparte. All of this nations or empires were able to success in part because of their military development. In all of these cases, citizens had a profound nation membership sense that is impressed along military service. Although military lifestyle might sometimes be stressful, aggregated values could be learned there such as responsibility, punctuality and the sense of work in-group. Sometimes despite of theses values, corruption, drug addiction and maleness behaviors might ensue. Nonetheless when your nation is being threaten you would prefer be trained in order to defend it. That is because obligatory military service should be established. In the next paragraphs, I will disclose why successful nations with obligatory military service, have advanced over the other aspects on the principle of an established national security program. Also I will cover on notorious advantages of obligatory military service compared with countries that doesn't have it.
'",null,0,0,0
34686,4497,aa0,74426,"'Barber, chef by profession, but an expert on agriculture and healthy and good tasted food, discloses in this TED conference a new way of fish- raising. It could be the solution for environmental problems that humankind is facing. In this conference Barber explains, giving as example an amazing auto sufficient farm in Spain, how the creation of natural farms based on ecological relationships is possible. This new model might be the solution to current challenges on food supply. Therefore barber opens the debate about how human should produce their own food and the environmental impact that this activity is currently having due to pesticide use, contamination and soil destruction.'",null,0,0,0
35252,4589,aa0,75315,"'At the beginning of my English learning process, my pronunciation and my grammar skills were limited. It was in June 2009 when I came to U.S. to New York City (NYC) more exactly. Nonetheless NYC is a cosmopolitan city with plenty Spanish speaker people; I had troubles trying to express myself on streets and stores. I think my strong accent avoided a better understanding between myself and native English speakers.  Moreover, my grammar was a quite basic resume taken off my high school English classes; furthermore I did funny mistakes that showed my foreign condition. The more disappointed issue was the fact that trying of using my English, the person with whom I was trying to communicate, recognized my Spanish background and responded me in Spanish. Most of them were Latin Americans. That happened multiple times at restaurants and stores. I was at this time when I realized that I needed a advanced English course.  The fact of have a limited English knowledge made me eating a lot spicy food.'",null,0,0,0
35369,4602,aa0,75528,"'The Skywalker story in Star War episode IV fixes the features of a ""HeroÂ´s journey"" that were described in our listening 5 book. We are no sure about the specific circumstances around his birth but the fact that he had grown up with his uncle and aunt says that it should had been difficult. After that time and for a while, he had a quiescence period where basically he spent his time doing domestic work with mechanics and helping his uncle. Later, a tragic event happened. His family was massacred and this fact pushed him to involve in the war. ItÂ´s precisely  here, where he finally is able to find a role. He assumed a dynamic task aside his new friends. Although the story is not finished yet, so far he is finding a new meaning to his existence. '",null,0,0,0
35603,4607,aa0,75930,"'Of course sport star earn much money. Once a sport star gain a excellent position in a team, they can sign up high income contract. While athletes are emerging, they donÂ´t earn enough money. Since sports are closely related to marketing, sport stars earn lot of money in trademark images. Although the quantity of earned money depends of which sport the athlete practices, most of them earn much more money than the common population do. As they stay in the top of their respective sports, they will make sure a good income in publicity contracts. Because it is the image what is profitable, often sport stars have an image assessor. After sport stars learn about the business, they start to created their owns brands. Actually, the inroad in this new kind of business brings to them a more stable profit. Thus, having disclosed each reason, We can conclude that being a sport star is a outstanding business.  '",null,0,0,0
35619,4608,aa0,75935,"'The last time I saw a compassionate act was in my own country. While I was buying  my weekly market in the grocery stores, two hungry children were waiting us outside the store. Since we needed some help with the bags, they deciding to give us a hand. Asking them if they were hungry, my mom gave them a couple of coins. I thought that that act of mercy was appropriated but knowing that there are many children working for irresponsible adults on streets, I decided to be more radical. While we were walking to our car in the parking lot, I saw a cheap restaurant where nutritious breakfast were sold. Upon having seen that, my mom and I had the idea of going there and buy some breakfast for those kids. As the children were having those free breakfasts, we decided to wait in our car, always looking at the children. Being afraid about the possibility that the children sold the food in order to get money to buy drugs, we decided to stay watching them. After they had eating breakfast anxiously, we realized that they werenÂ´t faking us. Having realized that, we left the store indulgently. Driving back home, I though we made a good act.'",null,0,0,0
35644,4603,aa0,75945,"'This episode of the Simpson is called stealing the first base.
it stars with a joke about the GPS devices and how they sometimes donÂ´t adjust to reality. after that Bart meets a 4th grade girl when He had to change his habitual class room. He feels an attraction for her and ask for advice to Homer. Homer does not have time and says Bart that ask to Grandpa, finally ""he used to be man"". The Grandpa recommend Bart that the best way knowing if a girl like you is kissing her. Bart does exactly what the grandpa said. well This fact brings consequences to the school due to the girls parents, who are two lawyers, decide to sue the school. Meanwhile, Lisa feels really disappointed with the fact she is a high achiever but nobody likes her. she wrote his feeling in a blog and a blogger named FLOTUS 1 answered her with spirited words. after that, the school receives a amazing visit, Michelle Obama, first lady of the United states. (FLOTUS 1). She encourages Lisa and persuades her for continue being a high achiever.'",null,0,0,0
35729,4610,aa0,76019,'Your dog thought that he hated this movie.',null,0,0,0
35730,4611,aa0,76019,"'My mom yelled that we got out of bed, at that time!!'",null,0,0,0
35731,4612,aa0,76019,'Your grammar teacher asked wheather this could be any more wonderful',null,0,0,0
35732,4613,aa0,76019,'Betty Jo shirieked that we watched out for that car!!',null,0,0,0
35733,4614,aa0,76019,'The children screamed that they wanted ice cream!!!!!!',null,0,0,0
35749,4642,aa0,76039,"'Girls might costs much more: Why do parents prefer boys instead of girls?
I was surprised with the fact that my best friend, who is a prestigious neuroscience researcher in U.S, said me that he was hoping that his first child was a boy. I was shocked having heard that affirmation, since my friend is a quite liberated man who is living within the XXI centuryÂ´s standpoint. For he, who is a knower of American culture, it is easier to deal with the upbringing process of a boy instead of a girl. It is unbelievable how the fact that boys are preferred over girls is still conceived. It is said that women have gained access to many standards in our society, and this fact is easily verifiable with current statistics. Nevertheless, many future parents would prefer to have a male child arguing that a boy requires less educational effort, less problems in the adolescence years and more access to job opportunities. In the next paragraphs I will disclose why many parents justify each one of these arguments and I will show how these appreciations could have a profound impact in the demographic characteristics of our society.
First that all, it is appropriate to establish that the desire of many parents of having a boy is just a vague desire. It is essentially impossible to choose the sex of a child. The act of conception is a process that according to scientific knowledge is due to chance. Thus, having established this issue, we could just speculate about the results in the case that parents were able to decide the genre of their next generation. However, the perception that boys implies a better option compared with girls, deserves a wide discussion. 
 
In general, boys are considered less expensive than girls in terms of material needs. Early in the upbringing process, girls are always demanding expensive gifts. Expensive presents, which are desired for young girls, are more complex that boy's toys, which are mostly cars and superheroes. In the same way, in the teenage years, girls insist in expensive gifts such as cosmetic items and social compromises such as parties, trips, cruises. Most of these compromises are driven by social pressures. On contrast, males are by far less demanding. A soccer ball, a baseball bat or a collection of cars, is enough to get entertained and distracted as a young kid. In the teen years, boys acquire less social compromises and demand less care in terms of sexuality and behavior.
The preference for males instead of girls for many parents also is based upon facilities in the educational process. For some parents the upbringing process in girls could be challenging. Overall, girls assume a demarked role inside society. Although recently more and more young women are reaching the job market, family values and maternity are still desirable end points for each woman. However, many young women can find hard to engage with these classical values because they do consider them as inherent features of paternalist models. Furthermore, some parents consider that there is more pressure at the time of discussing sexual concerns with girls than with males. It is socially accepted nowadays the fact that women are in free to decide sexual preference and birth control methods. Having this fact in mind, many parents are afraid of this imminent discussion. 
Finally, despite of big efforts on improving jobs opportunities for women, there are still some limitations in job access to woman, even professional ones. This phenomenon is more remarkable in developing countries where feministic manifestations are more subtle. Thus, boys would have fewer problems when they face the challenging of accessing job markets. 
Surely, there are more reasons to support why some parents prefer boys instead girls. In some cultures like oriental ones, it is believed that boys are more able to support their parents when they get old. On the contrary, generally girls get married and they usually leave the familiar core. So girls are less able to support parents when they get elderly. At the end, all the reasons to support boys instead of girls converge in social or cultural fields. This fact might insinuate that most of these reasons are based mainly upon stereotypes instead of natural advantages. Demographically, the fact that more boys could surpass the number of girls is worrying. It might threaten the genetic diversity and increase the number of endogamous marriage. At least that explicit abortive maneuvers be taken against pregnant women carrying up a female fetus, it hardly would be real. Fortunately, nature is wise and knows why things happen.'",null,0,0,0
22414,2962,aa1,51702,"'Dear Megan:
I want to ask what time can I use fitness program? Because I want to do exercise every day . And have any teacher can teach me how to fitness my body?  If I want to fitness room , will I take my student ID ,right? Thank you very much 
Chi-Yung
'",null,0,0,0
22478,2970,aa1,51771,"'It goes without saying that my favorite place to eat lunch in Oakland is chinese restaurant.First of all, everyone use to eat their country food including me,especially chinese food is famous in the world.In addition, I don't like to eat much fast food such as TACO ,KFC....and so on because I think it is bad for our body if you often eat.The most important thing that it is easy to meet friends who come from Taiwn ,so we can eat lunch and chat each other especially in short lunch time. Finally, it is cheap and I can easy to order meal .For these reasons ,I pretty like to eat linch in Oakland .'",null,0,0,0
22626,2972,aa1,52047,"'I was born in Twawin and grow up in Taipei. When I studied in University , I majoied in busness.In my sophomore I traveled Japan three days. Now I have studied English in Pitt for one month .Because I want to apply M.B.A programs;therefore,I need to pass Tofel and GMAT.But the most important thing is that I need to work experiemce at least 3 years.I have studied English for many years but our education focus on reading and writing so I need to improve my speech and listen. I already have listened mp3 about English at least 1 hour for 1 month. I hope that one day I can speak English fluently like negative speaker.'",null,0,0,0
23216,3023,aa1,54209,"'I met Rebecca, who is now my wife ,in 1994.'",null,0,0,0
23217,3024,aa1,54209,'She was visiting her favorite aunt whose apartment was right across from mine.',null,0,0,0
23218,3025,aa1,54209,"'I was immediately attracted to Rebecca because of her smile ,which was full of warmth and good humor.'",null,0,0,0
23219,3026,aa1,54209,"'I could see that Rebecca whose interests were similar to mine was a terrific woman.
'",null,0,0,0
23220,3027,aa1,54209,'Ballroom dancing  which was very popular in those days was one of our favorite activities',null,0,0,0
23292,3033,aa1,54420,"'Stress at work or school
In my opinion,I think that I will do my best to handle anything.Althuogh I can't do it to reach standard , I have do it .In addition , when you have any trouble ,you can give youself some confidence  and tell youself "" I can do it"" .Finally,I think that "" No pain , No giin "" ,but don't give youself too much stress  because stress is also the reason of failing .when you finish something , you need some recreations  such as watching movies , shopping ...and so on .Every day tell youself ,tomorrow is also beautiful day before sleeping.'",null,0,0,0
23401,3047,aa1,55099,"'Dear xxx
You said suffering from too much stress usually finds it difficult to be producive or happy.
In my opinion,I think that I will do my best to handle anything.Althuogh I can't do it to reach standard , I have do it .In addition , when you have any trouble ,you can give youself some confidence and tell youself "" I can do it"" .Finally,I think that "" No pain , No gain "" ,but don't give youself too much stress because stress is also the reason of failing .When you finish something , you need some recreations such as watching movies , shopping ...and so on .Every day tell youself :""Tomorrow is also beautiful day before sleeping.""'",null,0,0,0
23823,3090,aa1,57303,"'The generation gap is an important question in every family. Because we live different generation, we have different background.Such as education , money concept ,and living standard.
Finally , I think that the important is living standard. Because in the past our social was development , their living standard was very bad.However , in this modern we can use the new mechine such as mp3 ,computer ,cell phone.....and so on. When we go to shopping , we can use credit card to pay .We have convenience  transportation which we can use them to everywhere.'",null,0,0,0
24487,3163,aa1,58061,'How to improve your English?',null,0,0,0
24488,3164,aa1,58061,'Is English  an international language.',null,0,0,0
24685,3223,aa1,58290,"'In my opinion, I think that making friend in Internet is not good method. First of all ,in the virtual world you don't know people who talk to you. He can tell a lie for everythings to you. Secondly ,if you make friends in the internet ,you will waste much time to contact with each other. Finally, I don't think that you can make real friends in the virtual world because I always read newspaper which tells many things about internet crimes .Therefore ,making friends in the virtual world is not good idea and you also have many changes to know new friends in public place such as school, workplace?and so on. Therefore , you have much better opportunity to make friends.    '",null,0,0,0
24792,3253,aa1,58496,"'Weekend is my favorate holidays in a week because I can get enough rest and have more time to do somethings which I like.First of all ,I usually play basketball on Staurday because I think that sport will make me keep healthy.In addition,I like to watch movie,therefore I usually watch on the weekend.Furthermore,watching movie can help all kinds of country's cultute .Finally,I usuallu sleep very late on weekend because I think that if I have enough sleep ,it will help me to focus on my books.'",null,0,0,0
24977,3279,aa1,58818,"'&#65321;&#65345;&#65357; studying in PITT and I go to school except Wednesday and weekend.Every day I get up at 8 A.M and go to school by bus. After school ,I usually study English or watch news.On weekend ,I usually watch movies or American dramas because I can learn English from those.I hope that I can improve my listening and speeching .Finally ,I can speak fluently English with native speaker.'",null,0,0,0
25056,3243,aa1,59050,'5 of hunderd 35',null,0,0,0
25057,3244,aa1,59050,'havens',null,0,0,0
25058,3245,aa1,59050,'     space',null,0,0,0
25059,3246,aa1,59050,'cosmopolitan=international',null,0,0,0
25060,3247,aa1,59050,'buy the break',null,0,0,0
25061,3248,aa1,59050,'special for pitt steel  ',null,0,0,0
25062,3249,aa1,59050,'',null,0,0,0
25063,3250,aa1,59050,'protect quality',null,0,0,0
25064,3251,aa1,59050,'',null,0,0,0
25065,3252,aa1,59050,'',null,0,0,0
25358,3346,aa1,59574,"'In my opinion,being an internation student must be meet many problems which sometimes will became their pressure such as all kinds of cultures,different language and changeable climatic.
First of all ,all of intrnation students come from different country;therefore, when they come to American ,all kinds of cultures which affect them.For example,the first thing is food culture different.In Ameican ,many of the fast food such as subway,teco bell....and so on,but in our country we are not .Sonce we study in U.S. we have to use it.
In addition, all of the internation students have their languages. Therefore,if we want to communicate with each other ,we have to speak English including  talk about eaasy or chat.Moreover ,when you go to go shopping or do anythings you want to do,the only language which you can talk is English.
Finally,I think that changeable climatic is also a factor .For example, in my country it never snows;howerer,in American  it snows in winter very seriously even if the temperature is low down negative fahrenheit, I can't imagine how can I go to school.'",null,0,0,0
25359,3351,aa1,59576,"'My name is Chi-Yung.I have been to Pitt for 5 months.Because I want to improve English ability ,I came to American in January.Although in Taiwan I have been studying English over 10 years ,my speaking and listening are not very good.
I have played baeketball since I studied senior high school.Therefore,I have been playing baketball on weekend.Although my English is not very good,I also watched American drama in my university.'",null,0,0,0
25361,3326,aa1,59579,'I always rely on my parents to help me finish my degree.',null,0,0,0
25362,3327,aa1,59579,'The culture is unique in this country.',null,0,0,0
25363,3328,aa1,59579,'My brother is determined to study university.',null,0,0,0
25679,3346,aa1,60017,"'In my opinion, an international student must meet many problems which sometimes will became their pressure, such as dealing with all kinds of food cultures, different languages and changeable climatic.
First of all ,all of intrnational students come from different countries;therefore, when they come to America ,all kinds of food cultures will affect them.For example,the first thing is food culture difference.In Ameica ,there are many of the fast food such as subway,Teco Bell,but in our country we don't have.Since we study in U.S. we have to use it.
In addition, all of the international students have their own language. Therefore,if we want to communicate with each other ,we have to speak English including Â talk about eaasy or chat.Moreover ,when you go shopping or do anything you want to do,the only language which you can speak is English.
Finally,I think that changeable climatic is also a factor .For example, in my country it never snows; howerer,in America it snows in winter very seriously even if the temperature is low negative degrees fahrenheit;I can't imagine how can I go to school in that kind of whether.
In sum , international student must meet many problems , but they have to learn how to overcome their problems and learn how to live in their pressure.It goes without saying that they must be grow up quickly when they graduate.'",null,0,0,0
25925,3418,aa1,60369,"'When I study English , I will do my best to figure it out.It will make me cheer up because it is hard for me to learn the second language.If I have any questuons about English words , I will look up the dictionary to help understand.It also help me set up my confidence.In addiyion,I also talk over questions with classmates and try to find my questions out.'",null,0,0,0
26021,3435,aa1,60519,"'If you won the lottery,I will do things I like.
First of all , I will save half money into my bank account because I also get interest every month.In addiyion,I will quit my job and then trip around world to enjoy my life.Finally, every month I will still buy one ticket lottery because of maybe I will get huge money from lottery.'",null,0,0,0
26022,3329,aa1,60520,'His effort will stimulate me to study hard.',null,0,0,0
26023,3330,aa1,60520,'Tom has innate humor personality.',null,0,0,0
26024,3331,aa1,60520,'Petroleum is a rare natureal resource',null,0,0,0
26097,3437,aa1,60683,"'&#12288;&#12288;&#12288;&#12288;&#12288;&#12288;&#12288;&#12288;Getting good grades
It goes without saying that getting good grades have had three important effects on my life such as apply the good school , let parents be pride of you and get the good job.
First of all , if you can get good grades ,you have a lot of opportunity to apply good school such as Harvard ,Yale..and so on. When you attend those school , you can compete with many excellent students which come from all of places. I think that it will help you grow up very quickly in this situation. Furthermore , competing with many outstanding students will help find you weak areas and compensate them. By the way you can also apply scholarship if you have good grades. In my opinion , if you can get scholarship it will help your parents save much money in recent economy recession years.
In addition , when you get good grades , I think that your parents must be very pride of you. Because they work hard every day , they give you all of resources they can and do their best best to cultivate you. They don't complaint about any things; they just hope you can attend the best school. Therefore , if you can get good grades ,they must be pride of you and cheer them up.
Finally , I think that it is the most important reason you have to do your best to get good grades ? get the good job. Why do I say it is the important reason? Because when you graduate from , you don't have any work experiences. You want to apply the job, the only thing you boss can judge you have ability to do this job is your grades. Moreover, every year there are thousands of graduated students which compete a few good jobs. The only thing you can leave the most impression to your boss is your outstanding grades and convince your boss give you high pay to prove your ability. When you get high pay ,your life will become more and more better and have comfortable living. You don't worry about your life and when you work a couple of years you can start to plan your retired life .When you retire ,you can travel to everywhere you like.
Consequently, there are three reasons you have to get good grades. I think that it is very easy to get. Because to be a student , you don't worry about many things. The only thing you have to worry is you test. But when you graduate form university , you have to worry many things such as salary ,your work and in the economy recession you will be laid off .Therefore, you have to cherish your student life and get good grades.
'",null,0,0,0
26156,3437,aa1,60939,"'Getting good grades
It goes without saying that getting good grades have had three important effects on my life such as apply the good school , let parents be proud of you and get the good job.
First of all , if you can get good grades ,you have a lot of opportunities to apply good school such as Harvard ,Yale..and so on. When you attend those school , you can compete with many excellent students which come from all of places. I think that it will help you improve very quickly in this situation. Furthermore , competing with many outstanding students will help find your weak areas and compensate them. By the way you can also apply scholarship if you have good grades. In my opinion , if you can get scholarship it will help your parents save much money in recent economy recession years.
In addition , when you get good grades , I think that your parents must be very proud of you. Because they work hard every day , they give you all of resources they can and do their best best to cultivate you. They don't complain about anythings; they just hope you can attend the best school. Therefore , if you can get good grades ,they must be proud of you and cheer them up.
Finally , I think that it is the most important reason you have to do your best to get good grades . Why do I say it is the important reason? Because when you graduate from college, you don't have any work experiences. You want to apply the job, the only thing your boss can judge you have ability to do this job is your grades. Moreover, every year there are thousands of graduated students which compete a few good jobs. The only thing you can leave the most impression to your boss is your outstanding grades and convince your boss give you high pay to prove your ability. When you get high pay ,your life will become much better and have comfortable living. You don't worry about your life and when you work a couple of years you can start to plan your retired life .When you retire ,you can travel to everywhere you like.
Consequently, there are three reasons you have to get good grades. I think that it is very easy to get. Because to be a student , you don't worry about many things. The only thing you have to worry is your test. But when you graduate form university , you have to worry many things such as salary ,your work and in the economy recession you will be laid off .Therefore, you have to cherish your student life and get good grades.
'",null,0,0,0
26297,3332,aa1,61345,'You can all kinds of goods in the market.',null,0,0,0
26298,3333,aa1,61345,"'If you have good grades,you can apply scholarship.'",null,0,0,0
26299,3334,aa1,61345,"'""Just do it"" is one of slogans in our company.'",null,0,0,0
26358,3454,aa1,61509,"'Dear Miss
In my opinion , I will give some advices such as focus  on your study , step by step let your parents know Jim and make other new friends in America.
First of all , like you said you had planned to spend two years getting your master's degree;therefore,you should try your best to get good grades and get your degree.Because I think that your parents also hope ,they don't want you to delay your study.Moreover,it goes without saying that be a study has to do your best to study.
In addition , I believe that one of reasons your parents rejects is you just know each other nine months .Dot't you think it quickly happened to talk about weeding?Even though it will happen in the future , I also think you quickly decide to marry Jim.Moreover, are you sure you konw Jim very much? I think that you should let your partents know Jim first and in holidays Jim and you can return to Japan together.You can formally introduce Jim to your parents and let them know Jim and realize him step by step.
Finally , don't decide to marry Jim quickly. It is very important for you.Because  you just start your master career , you have many chances to make other friends such as in the school's clubs , in other classes ....and so on. I know that it is very sweety with Jim ,but don't forget you just to know each other 9 months.You can have better opportunities to know other friends ; in other word , you should enjoy your master career first because it is very colorful.
Therefore , I hope that my ideals will give you help and you can not only get master degree but also balance your parents ideas with you.If you also have any problems , you also can let me know.I hope you can enjoy your master career .'",null,0,0,0
