answer_id,question_id,anon_id,user_file_id,text,directory,is_doublespaced,is_plagiarized,is_deleted
13,12,ei2,7512,"First, you should take some hot water, you can use dovn, mircowave or other ways.second, take some tea into a bag, the size of bag just about 5cm*5cm. it is paper bage. it's name is tea bag.Final take tea-bag and hot water into a glass.After five minutes, you can drink the glass of tea.",,0,0,0
14,13,ei2,7512,"I organize the instruction by time. For example: first, second and final.",,0,0,0
15,12,hb4,7513,"In my country, make a tea is very easy because we use tea bags. Fitst, boil a water in a pot. Second, pour the water into a cup. And then, put your tea bag into the cup. When you wait for about 3~4min, you can drink excellent tea.",,0,0,0
16,13,hb4,7513,Every paragragh's instructions depend on a main idea. But I often organize the instruction by time. Because I think organized by time is good looking for readers.,,0,0,0
17,10,fy0,7514,"1- Go outside and hangout with friend for most of your time.2- do not attend your classes.3- don't study and don't do any homeworks.4- don't study before the test.5- you must cheate in the exame to get 0, or you don't have to attend the test.",,0,0,0
18,12,ah1,7515,"When I want to drink my tea, I have to make it myself. First, I use a tea bag and put it down into a cup. Then I will fill hot water and wait for my cup. I may add some sugar or milk in my tea. Enjoy it.",,0,0,0
19,13,ah1,7515,"The organization by time is about method to do something whereas by importance is about ordering important thing. Lastly, the organization by situation is about doing something depend on situation.",,0,0,0
20,10,bo8,7516,"Failing a test is not easy successful ,but if you want to do this,there are many method can reach this goal.For example, you needn't to do your homework and don't go to class on time.When you have a test,don't write anything on your test paper if you know the answer.On the other hand,you needn't review your class everyday and don't highlight any important vocabulary.senternces on your book.",,0,0,0
21,12,fq0,7517,"How To Make a Nice Tea       You have to feel it, soo you can make it. First, start with boiling some water. Second, get your cup and some sukar ready and if you like some other flavours you can include that too. Finally, Add the hot water with carfull in the cup and squeese you will have tea.My Regardsss.",,0,0,0
22,13,fq0,7517,All of Them.,,0,0,0
23,12,di7,7518,"To boil water to 95 cent-degree. If you have water from fountand, it will be great.Putting some loose tea in a tea pot. The quantity of the tea bases on the kind of tea. For example, if you use woolong tea, you only put a forth of the pot.Pour down the hot water into the pot.Then, pour out the water from the pot.(Only when you renew tea.)Pour donw the hot again.Wait around 60 minutes.You can pour out the tea into your tea cups.Don't drink it first.You should smell the flavor of the tea and drink  it little and little. That will make you know the value of the tea.",,0,0,0
24,13,di7,7518,I organize them by time.,,0,0,0
25,10,gc5,7519,"Last week I planned to go paintball match' but I lived a healthy problem. I had hard lumbago last days. Therfore I asked my brother could you go instead of me? He accepted my order and he went paintball area yesterday, but yesterday was rainy and cold. On the other hand the other players who all of arabic spoked between native language. My brother didn't understand nothing what they spoked. Even if he played this game, he hadn't a good time. He came to home with funny statue. All wears was coloured and wet. He slept very well last night.",,0,0,0
26,10,du6,7520,"Befor two years i tryed to get my toefl score, so i can active my scholarship, i failed  four times, in all of them i could not get the score which i need, finaly, i said that ""i will take the last one without study""! i just wanted to be relax , no attintion, cool, but the surprise is i get my score in this exam, don't ask me how ? i don't know ! what i learned from this experiance is : being in relax attintion and cool situation is very important to do good in your exams.",,0,0,0
27,12,bb4,7521,"How to make tea Tea is good beverage, but some people did not know how to make it. It is very easy. First, you need a tea bag, a cup, suger and some hot water. Then you can put tea bag and water in the cup. And then wiat for five mimein, and take out the tea bag. last, you can einjo you tea, If you want some sewwt you can put some suger.",,0,0,0
28,13,bb4,7521,by time.,,0,0,0
29,10,dj8,7522,"To Fail a TestFailling on a test is simple and easy to obtain.It is just staying out of the class, not doing your homework.For examle,a student who pass all his time  playing videogames,listening to music when the teacher is in class,or kiding ,disturbing some other classmates,will never success on his different exams.In an other hand, a student who comes to the class when he feels coming in, will always fail his class.",,0,0,0
30,12,er4,7523,"when you want to enjoy drinking a tea you have to know the coract way to make it and by following these steps you will do a very good tea. At first,you have to boil some water. After that,you can put the tea urbs and put it in the boild water.some people prefear to put the tea urbs to the boild water wile it is in the stove or you can put it diractly in the cup.finaly,after you put the the tea urbes with the boild water you can put suger and you will enjoy with a very good cup of tea.",,0,0,0
31,13,er4,7523,i organize the instructions by the importance.,,0,0,0
32,12,ga3,7524,In China making a tea has common way. We usually like losse tea at home because we can enjoy the tea leaf become a beatiful sample. We need to boil water. Put a little losse tea into a glasses and add the boiling water also. Then we can smell the cup of tea now and enjoy that.,,0,0,0
33,13,ga3,7524,"Base on the different situation I ususally use the different organization to suit it. For example, when I wrote a list of cooking, I might choose a organization by time. But if I did a essay which decribed how to be a good student, something like that, I might like organizing it by importance. So, I might choose one or two instructions to finish my work. Just use the best way to do it.",,0,0,0
34,10,bf0,7525,"How to fail a test	There are several ways for how to fail a test and I am of the best students in the ELI who knows how to fail a test. First of all, in my opinion you have to absent in most classes and if you came to the class you should provoke your teacher because that makes your teacher to be dislike you and this is the first thing to fail a test. For example, I have repeated reading class because I provoke that teacher and then let me fail a test. Second, if the first one doesnâ€™t work with you then, I recommend you to cheat in the test so, that you put your teacher in no other choice after that, he or she will give you â€˜f â€™ grade in the test. Finally, if you donâ€™t want to make trouble with your teacher by simply way donâ€™t answer to any question in the test and then you will make as heroes have done before.",,0,0,0
35,10,bt2,7526,"When you want to study you may falow some steps which help you to organize your studying and let you do whatever you want without failing in tests. A lot of people fail tests because they their thinking about failing or they tink that they just want to pass the test. Moreover, they don't try to do their best in their studying becuase they just want to pass the test. On the other hand, their are some people thank about taking the highest gread in tasts. So, they try their best to acheave to what they want. The first stip is to take the rest that you need every day becuase you will not have the ablity to study when you are tired. This way helps your mind to get a rest and organize the information that it has. The sconed step is to see whis time is the best time for your to study. So, you can study without interapting. The most importnatn step is to take 5 minutes every 1 or 2 hours of studying because your mind can't organize everything dirctly. You may have a lot of free time after your study too. Some people don't study every day they wait till the have test, and they try to study everything that they have to know before tests. It is disadvantige to fallow soemthing like this. The last thing taht you have to know is try not to break your steps because when you do that onetiem you will do it everytime. Try to fallow your steps with having a good goal you want to reach to.",,0,0,0
36,7,di1,7527,Can  you  give  me  a  opinion about  this  matter?,,0,0,0
37,8,di1,7527,I  own  this  car  and  this  horse.,,0,0,0
38,9,di1,7527,Computer  is  the  most  useful  invention  for everyone.,,0,0,0
39,7,dj6,7528,My sister is acquiesce in a person's opinion.,,0,0,0
40,8,dj6,7528,A moment to call one's own at this class.,,0,0,0
41,9,dj6,7528,Bees are very useful to us.,,0,0,0
42,7,cp3,7529,he is opinion homework good,,0,0,0
43,8,cp3,7529,,,0,0,0
44,9,cp3,7529,the reading is useful,,0,0,0
45,7,db9,7530,The most useful invention of all time.,,0,0,0
46,8,db9,7530,I own a car.,,0,0,0
47,9,db9,7530,The most useful invention.,,0,0,0
48,7,eq7,7531,I don't have any opinion about new cars.,,0,0,0
49,8,eq7,7531,A lot of students own cars.,,0,0,0
50,9,eq7,7531,That dictionary is very useful for studens.,,0,0,0
51,7,cb3,7532,I don't have opinion about that thing,,0,0,0
52,8,cb3,7532,That is my own car,,0,0,0
53,9,cb3,7532,Internet is very useful for me,,0,0,0
54,7,fv7,7533,"The opinion is my ider. Sometimes i think about my matter.",,0,0,0
55,8,fv7,7533,"The own is mine. I have my own way of doing it.",,0,0,0
56,9,fv7,7533,"The useful is helpful.It was a very useful speech for young people.",,0,0,0
57,7,eq7,7534,I don't have any opinion about new cars.,,0,0,0
58,8,eq7,7534,A lot of students own cars.,,0,0,0
59,9,eq7,7534,That dictionary is very useful for students.,,0,0,0
60,7,dj6,7535,My sister is acquiesce in a person's opinion.,,0,0,0
61,8,dj6,7535,A moment to call one's own at this class.,,0,0,0
62,9,dj6,7535,Bees are very useful to us.,,0,0,0
63,7,gn4,7536,I have some opinion of my home.,,0,0,0
64,8,gn4,7536,I have own computer in my home.,,0,0,0
65,9,gn4,7536,Computer is very useful in lives.,,0,0,0
66,7,az5,7537,I am writing my opinion on this page.,,0,0,0
67,8,az5,7537,"Accoding to his own,it is good idea.",,0,0,0
68,9,az5,7537,Car is useful for us.,,0,0,0
69,7,fp9,7538,"In my opinion, Tailand`s coup d`etat is right.",,0,0,0
70,8,fp9,7538,I own a car. It`s made in Honda. model`s name is CRV.,,0,0,0
71,9,fp9,7538,Car is very usefull to people. It`s moved to us for far distance.,,0,0,0
72,7,gm7,7539,In my opinion every invention is useful for people it is important.,,0,0,0
73,8,gm7,7539,I have my own house.,,0,0,0
74,9,gm7,7539,speak English is useful for me.,,0,0,0
75,7,fp9,7540,"In my opinion, Tailand`s coup d`etat is right.",,0,0,0
76,8,fp9,7540,I own a car. It`s made in Honda. model`s name is CRV.,,0,0,0
77,9,fp9,7540,Car is very usefull to people. It`s moved to us for far distance.,,0,0,0
78,7,fp9,7541,"In my opinion, Tailand`s coup d`etat is right.",,0,0,0
79,8,fp9,7541,I own a car. It`s made in Honda. model`s name is CRV.,,0,0,0
80,9,fp9,7541,Car is very usefull machine. It`s moved to us for far distance.,,0,0,0
81,7,gn4,7542,I have some opinion of my home.,,0,0,0
82,8,gn4,7542,I have own computer in my home.,,0,0,0
83,9,gn4,7542,Computer is very useful in lives.,,0,0,0
84,7,fm1,7543,The Online Homework Submission is a good opinion.,,0,0,0
85,8,fm1,7543,Most people own a cars.,,0,0,0
86,9,fm1,7543,It is useful in the book.,,0,0,0
87,7,cb8,7544,He is opinon in intenrnet best invention in the world.,,0,0,0
88,8,cb8,7544,Som people own homuse.,,0,0,0
89,9,cb8,7544,"The food eat useful alive.The interrnet is useful world.",,0,0,0
90,7,ca5,7545,each person can give his opinion apout the best invention .,,0,0,0
91,8,ca5,7545,some students own cars .,,0,0,0
92,9,ca5,7545,this dictionary is useful for students .,,0,0,0
93,7,cp3,7546,he is opinion homework good,,0,0,0
94,8,cp3,7546,a won teacher in the werding,,0,0,0
95,9,cp3,7546,the reading is useful,,0,0,0
96,10,bo8,7547,"Failing a test is not easy successful ,but if you want to do this,there are many method can reach this goal.For example,sometimes i always forget what the teacher say in the class,and i never write down any important thing in my notebook.So i never get a high score in my test.Then, you needn't to do your homework and don't go to class on time.When you have a test,don't write anything on your test paper if you know the answer.On the other hand,you needn't to review your classes everyday and don't highlight any important vocabulary or senternces on your book.Finally,if your follow tese steps, you'll esay to fail a test.",,0,0,0
97,6,ea3,7550,"Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Use the shift key to make a capital letter. Put one space between words. Also, put one space after a comma and two spaces after a period. Do not put a space between a word and a comma or period. Do not hit the enter key at the end of a line.	Use the tab key to indent a paragraph. Double-space your writing homework. Open the Format menu and select â€œparagraphâ€ù/ under â€œline spacingâ€ù, choose â€œdoubleâ€ù.",,0,0,0
98,15,gn7,7551,"A successful person needs several characteristics. Someone who is intelligent, smart in business, â€_",,0,0,0
99,15,av8,7552,"Here are a few instructions for typing in English.  English sentences begin with a capital letter, and they usually end with a period.  Use the shift key to make a capital letter. Put one space between words.  Also, put one space after a comma and two spaces after a period.  Do not put a space between a word and a comma or period.  Do not hit the enter key at the end of a line.    Use the tab key to indent a paragraph.  Double-space your writing",,0,0,0
100,15,ak0,7553,,,0,0,0
101,15,fb3,7554,"Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Use the shift key to make a capital letter. Put one space between words. Also, Put one space after comma and tow spaces after a period. Do not put a",,0,0,0
102,6,di9,7555,"A successful person needs several characteristics. Someone who is intelligent, smart in business, â€_",,0,0,0
103,6,di9,7556,"A successful person needs to have several characteristics. Someone who is intelligent, smart in business, â€_",,0,0,0
104,15,fb3,7557,"Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Use the shift key to make a capital letter. Put one space between words. Also, Put one space after comma and tow spaces after a period. Do not put a",,0,0,0
105,6,ea3,7558,"Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Use the shift key to make a capital letter. Put one space between words. Also, put one space after a comma and two spaces after a period. Do not put a space between a word and a comma or period. Do not hit the enter key at the end of a line.	Use the tab key to indent a paragraph. Double-space your writing homework. Open the Format menu and select â€œparagraphâ€ù/ under â€œline spacingâ€ù, choose â€œdoubleâ€ù.asdfkjdlkfjadlfjalsdf",,0,0,0
106,6,ea3,7559,"Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Use the shift key to make a capital letter. Put one space between words. Also, put one space after a comma and two spaces after a period. Do not put a space between a word and a comma or period. Do not hit the enter key at the end of a line.	Use the tab key to indent a paragraph. Double-space your writing homework. Open the Format menu and select â€œparagraphâ€ù/ under â€œline spacingâ€ù, choose â€œdoubleâ€ù.",,0,0,0
107,15,bt1,7560,"This is rice cake soup recipe. (Korean traditional food)Wash rice cake and leek and onion.Put in rice cake and water in pan. Boil pan. (Rice and water and little sauce)Wait about10 minute.Put in leek and onion and eggs (2~3) in pan.Boil pan about 10 minute.Thatâ€™s all",,0,0,0
108,15,av8,7561,"One of my favorite recipe is Curry Chicken Rice.  Start to boil four cup of water and make a certain mount of rice at first.  When the water boils, drop your chicken, potato and other vegetables whatever you like, and 1 or 2 pieces of curry spice into boiling water. Rice and Curry Chicken Soup will be ready at almost the same time. Finally, flow your Curry Chicken",,0,0,0
109,15,gv3,7562,"My favorite recipe is how to make brownie.  First, combining with half cup of butter, two eggs, and Â_ cup of sugar.  Secondly, put Â_ cup of flour, 1/3cup of cocoa flour, and Â_ tea spoon of breaking powder in another container, and mix them well.  Thirdly, putting the materials of step 2 into the first one, and mix they well.  Then put them into a container and put it in stove for 275F, 25 minutes.",,0,0,0
110,15,an9,7563,"Iâ€™ll introduce the super-simple sandwich recipe. First, prepare 3 pieces of white bread, two eggs, 2 chicken hams, two slices of white American cheese, some lettuce, a little salt, ketchup and yellow mustard. Toast white bread in the oven for 30-60 seconds. Put an egg and salt in a bowl, and stir with spoon. Put the mixed egg in the pan. Do the same thing again. Put ketchup one side of one piece of  bread, and put mustard  the other side of  other piece of bread. The remained bread will be put in the middle of  the sandwich. Put the American cheese, ham , lettuce",,0,0,0
111,15,cz7,7564,"Every one like a special kind of food. For me I like to eat Arabic food specially Kabsah and I will explain how to make it. First,  put onion, tomato and oil in bowl and wait for about 3 to 5 mentets. Next , put a chiken or meet ( as you wish )",,0,0,0
112,15,ei7,7565,"I will introduce to make a hamburger. First, to buy a bread, a ham, a cheese, vegetables. a tomato, etc. Next, cut vegetables, and a tomato. Next, skewer a ham on fry fan. If it is complete, you move a ham to a bread",,0,0,0
113,15,eq0,7566,"My favorite recipe for cooking Kabssa is very simple. I will instruct you how to make that. The long time this cooking needs approximately 30-40 minutes: 1-	Cut 2 small pieces onions. 2-	Put pieces of onions on bowl with a little oil.3-	Move these a few minutes on medial- high temperature",,0,0,0
114,15,ak0,7567,"My recipe is PizzaPut the flour in the food  processer  , add the salt and sugar.Add  the  water  ,oil  , and milk. .Stir it in the food  processer .Leave it for approximately 2 hour.Prepare the mushroom and the onions and tomato.Heat it at medium heat in the oven.Look at the flour if itâ€™s ready.Roll it (  the flour ).Add pizza sauce and the other ingredient   .Put it in the oven for half an hour.",,0,0,0
115,15,cl4,7568,"Before I start in instructions my favorite cook is Kabsa, the first you should have bowl, oval oil, meet or chicken, rice, onion and tomato sauce.  I put the onion with oil for three minutes and I put the tomato sauce. Then I put the chicken or meet on it and it lets for 45 minutes. Next I put rice on the bowl with chicken and after 15 minutes. Finally the kabsa is ready for eating.",,0,0,0
116,15,fb3,7569,"I will talk about something related to cocking. and will talk about my favorite recipe which is how to make barbeque. First, you have to cut the meat and chicken in small pieces to easy or very quick cocking. Then, you have to put the meat and chicken in spicy with lemon and salt for at least 45 minutes. This mixture will make the food very delicious. After that, the meats are ready to put up on fire for 45 minuets. After 45 minutes the food is ready to eat.",,0,0,0
117,16,gp2,7571,"The definition of successSuccess is the key of a great life. A million people from whole world searching for it to be satisfy. Success is to see your dream happen by yourself. A lot of famous people who had a success wrote a bout it. For example, Booker T. Washington says â€œI have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeedâ€ùI believe that this is the really meaning of success. To see how much obstacles did you have to reach your dream. On the other hand some of my friends saying for success are just a wealth and having a good position in the government filed. In my opinion, not only the money is the success. But there are a lot of successes stories not related to money, for example, the slavery freedom, soling a problem for people you love, saving the environt form industrial pulsation... etc.In conclusion, there is a lot of definition for success, every person looking for success from his own angle and it makes the",,0,0,0
118,6,gp2,7572,"The definition of successSuccess is the key of a great life. A million people from whole world searching for it to be satisfy. Success is to see your dream happen by yourself. A lot of famous people who had a success wrote a bout it. For example, Booker T. Washington says â€œI have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeedâ€ùI believe that this is the really meaning of success. To see how much obstacles did you have to reach your dream. On the other hand some of my friends saying for success are just a wealth and having a good position in the government filed. In my opinion, not only the money is the success. But there are a lot of successes stories not related to money, for example, the slavery freedom, soling a problem for people you love, saving the environt form industrial pulsation... etc.In conclusion, there is a lot of definition for success, every person looking for success from his own angle and it makes the",,0,0,0
119,6,cs3,7770,"Itâ€™s difficult to succeed in getting a higher education, if he were the first person in the family.  Of course the first person has some chance to succeed, but itâ€™s difficult to have a chance to succeed.Recently in Japan a highly educated person tends to have a highly educated family.   The person who wants to succeed must study hard, but his status affects his success.  If his father or mother is a highly educated person and earns much money, he can accept an advanced education to succeed.  And his parents would make him succeed in getting a high education.  As he lives in that status, he would think itâ€™s natural to succeed and study more and more.  For example, his parents are not highly educated persons, itâ€™s difficult for him to accept enough education to succeed. And they donâ€™t know how to make their child succeed in getting a higher education well.  On the other hand, in his school teachers might lead person who doesnâ€™t have highly educated parents to succeed.  But he would not realize that itâ€™s the chance to succeed.  Because he doesnâ€™t think itâ€™s natural for him to have a success in getting a higher education.2.  Explain a difficulty a person might have if he or she were the first person in their family to succeed in getting a higher education.",,0,0,0
120,15,cz7,7771,"Every one like a special kind of food. For me I like to eat Arabic food specially Kabsah and I will explain how to make it. First, put onions, tomatoes and oil in bowl and wait for about 3 to 5 minutes. Next, put a chicken or meet (as you wish) for 15 to 20 minutes. Then, take out the chicken or meet and put rice in the bowl for 10 to 15 minutes. Finally take out a rice out the bowl and enjoy your Kabsah.",,0,0,0
121,6,cr3,7772,"I think there are many definitions about what it success. But in a general ideia, success itâ€™s a goal, a goal that you have done with proud of yourself and makes you happy.	In the dictionary, you can find definitions like something that has the result or effect that you intended, or the act of achieving this.	In my country, most people think that if you have a car, a tv, a big family and your own house, you are a man of success.	They think also that if you have a lot of money, you are a man of success. I think that this is an ignorant thought, or a thought without fundaments or personal experience of what is success.	In contrast, I think that depends on the situation, these alternatives can be a definition of success, but I think that the most important thing is that you have to be a happy person! Like if you have a big family and a great job, you only will be a successful person if you love your family and really likes your job. Whatâ€™s the advantage of being rich person with mountains of money but without friends and people to share the energy of the love feeling that have inside the humans? Maybe money doesnâ€™t mean success!	With harmony, peace and conscience that is not only the material things that will make you happy, you can be a man of success, and learn that thereâ€™s a lot of better things then a big tv and a great car.",,0,0,0
122,16,ea3,7773,"Some might think that many cultural differences about the expectation of success for males and females still exist. As far as I am concerned, however, the difference has almost disappeared. Whether people succeed or not depends on their skills using time and their professionalism.	In a dog-eat-dog society, it is more necessary to have the ability to compete with others in many areas such as studying, taking a job and marketing. In other words, the people of the modern society do need to have a skill to process their works faster than others do. As society is getting more intricate, people are getting busier. Therefore, the time is more important than before. In the past, people recognized time is just lapse or natural phenomenon, but now time is not only opportunity but also money; money is money. For example, in the automobile business, what is important is how many cars are sold in a certain time.	Today, our society requires professional persons with particular skills like doctors, professors, and computer engineers. Thus, a person who has professional and outstanding skills such as fixing, studying and analyzing will be successful in a modern society; it does not depend on whether the person is a woman or man, or his/her nationality. What is important is not whether the person is male or female but whether the one has superior skills than other irrespective of their culture. For example, in former days, it was common sense that women should stick indoors and do housework the whole day in Korea. However, nowadays, opportunities regarding studying and having a job are granted for women equally with men. It is also true in Europe, in America and even in the Middle East. Now, women are able to enjoy success irrespective of culture. Therefore, I think no more different expectations of success for male and female exist.",,0,0,0
123,5,an9,7774,"I met my friend Yeongjung while I was attending high school. She and I were attending to the same school. We usually went to school together every morning, and we got along easily. Thus, we have countless memories. When it was her birthday, I was upset because of my mom. I lost my temper. I forgot to say â€œhappy birthdayâ€ù when we met in the morning. While she was expecting me to say â€œhappy birthday â€œ, I  got angry  to her unconsciously. When I realized that it was her birthday, she was crying. However, I apologized to her, and she forgave me. After that event, we got closer friends. We are best friends now.",,0,0,0
124,5,av8,7775,"I met my girl friend, Ann, while I was studying in college. While I was studying in the second year, she was beginning studying in her freshmen year. Because we were both interested in playing basketball, we were both participating in our departmentâ€™s basketball club. One day when we were talking, she told me that she was studying English in LTTC (Language Training and Testing Center) every night. I started to take her home by bicycle when she finished her class at p.m.9:30 every weekday. Our relationship was closer day by day, and finally we fell into love.",,0,0,0
125,15,av8,7776,"One of my favorite recipe is Curry Chicken Rice.  Start to boil 4 cups of water in a pan, and cook a certain mount of rice.  When the water boils, drop your chicken, potato and other vegetables whatever you like into the pan, and 1 or 2 pieces of curry spice solid into boiling water. Rice and curry chicken sauce will be ready at almost the same time. Finally, add your curry chicken sauce on rice, then you can start haveing a delicious meal!",,0,0,0
126,6,gl6,7777,"My Father	In our lives, the meaning of success is different from one to another. An excellent career is the accomplishment for someone. Having a good family is the achievement for somebody else. For others, all the previous things and more is the meaning of success. In this paper I will write about my father's success, and what contributed most to his success: fate, hard work and intelligence. 	The first factor that contributed most to his success is fate. When he was fifteen years old he saw his father needed help in his work. I don't know exactly what the work is, but I think it was a gas station. Consequently, he started functioning with him while he was in high school. In that time his family was very poor, this caused him to work hard. After his graduation from high school, he started to employment in many different jobs, for example painter, woodworker and mason. Moreover, when he was seventeen years old he got permission to drive a car, and a truck, also. From the above you can see that he is a hard worker, too.	The other factor is his intelligence. When any problem happened with our family the first person they call is him, even if there are other people older than him. Also, he volunteered in many community organizations, such as the charitable committee. Now he is a member of the municipality, which is the place where they can share there ideas with the government for there city.	Finally, I brag about my father and all his accomplishments. I pray to God to fill his life with health, luck and blessings.",,0,0,0
127,6,at3,7778,"Outline:I.	Introduction (there are many successful people and they are different).In my opinion, my uncle is a successful person.II.	His history topic.III.	His present work as a doctor.IV.	Summary.My Successful Person                There are many successful people in our live in different fields. Some successful people are well-known just in their country. For example, Mohammad Bin Abdalwahab was a successful person and he was a famous religious leader in Saudi Arabia. However, some successful people are popular in all the world, For example, John Kennedy was an important president in the U.S. In my opinion, my uncle is a successful person; he is a doctor and a specialist in Cancer disease.                In fact, he lived in a farm, and he worked there to assist his family. Because his father was a wise person, he sent him to a school to study. In that way, he finished his study in primary school, elementary school and secondary school in his village. Then, he traveled to another city in order to study in a university, so he entered the King Saud University in the college of medicine. After that, he had a great chance to complete his study in Canada in order to get a masterâ€™s degree and a PhD. So, he lived there for 6 years. By the end of this time, he went back to Saudi Arabia. As the result of his history, we know how he became a doctor.                Right now, he teaches in a university, and he works in an important hospital in Saudi Arabia. Also, he owns a clinic. However, he is always busy with his patients and he usually travels to communicate with different doctors and to attend many courses about his major to improve himself. In addition, people can see him on the medicine show in the channel of Saudi Arabia. In fact, working as a doctor takes a lot of work.                In summary, I think all the successful people have the same feeling and perseverance to achieve their dream; nevertheless, they each have different strategies to reach their goal. I hope in the future I will be a successful person like my uncle.",,0,0,0
128,6,en2,7779,"In Korea it is believed that the social success is important for males, while house work is important for females. First, males should not only work hard but also take care of their family. They also accumulate a fortune. For example, immediately upon graduating from the university, they went into business then they work till late at night. All living expensive is their share. They also spend their time with their family. When I was a child I only met my father at night. And we went to a trip almost every weekend.  Actually their final goal is to establish a company; although, in the majority of cases he is only an employee.  However, we should know money is necessary in our life, but money is not everything. Second, Males take care of their family that is more important than money. Specially, males earned a lot of money, but theyâ€™re unhappy since males only work hard. On the other hand, females are required to do housework, take care of their family and also support their husband. In my case, my mother always stayed with me when I was a child. In addition, she enjoyed cooking, so she tried to cook special food. Third, males should get leadership and be out going. And also there are important both relationship and friendship in business. They lead an audience. Furthermore, they are held in respect by an audience. In my case, my father have been own company since I was a child. He liked meet their friend, so we had many family meeting. On the other hand, females should keep modest and quiet and, at the same time support their husband.  To illustrate, females canâ€™t participate when they go to meetings. They take care of children and take between females.  In conclusion, the most people recognize Korean males are diligent and work hard. In fragments, when I came here I heard many times. Many people said Korean is very diligent. Especially UPMC cancer center prefer Korean. In contrast, Korean females are obedient to their husband and children.",,0,0,0
